StockCode,Description,Revenue,UnitsSold,CumulativeRevenue,CumulativeRevenuePercent,Category
ADJUST,Adjustment by john on 26/01/2010 17,6563.5,16,14183423.20000001,69.26638034128102,A
16156S,WRAP PINK FAIRY CAKES ,6558.62,16661,14189981.82000001,69.29841011724045,A
23229,VINTAGE DONKEY TAIL GAME ,6550.17,1815,14196531.99000001,69.33039862665193,A
22332,SKULLS PARTY BAG + STICKER SET,6520.55,4158,14203052.54000001,69.36224248338281,A
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,6517.16,2741,14209569.70000001,69.39406978465837,A
22364,GLASS JAR DIGESTIVE BISCUITS,6498.610000000001,2054,14216068.31000001,69.42580649487297,A
23311,VINTAGE CHRISTMAS STOCKING ,6488.2,2390,14222556.51000001,69.45749236665392,A
22845,VINTAGE CREAM CAT FOOD CONTAINER,6482.96,955,14229039.47000001,69.48915264829154,A
22148,EASTER CRAFT 4 CHICKS ,6480.29,3237,14235519.76000001,69.5207998906767,A
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,6471.2,6331,14241990.960000008,69.5524027410002,A
23103,JINGLE BELL HEART DECORATION,6459.16,3820,14248450.120000008,69.58394679259736,A
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6457.94,734,14254908.060000008,69.61548488618405,A
21494,ROTATING LEAVES T-LIGHT HOLDER,6449.0,3833,14261357.060000008,69.64697932025135,A
22142,CHRISTMAS CRAFT WHITE FAIRY ,6445.389999999999,4300,14267802.450000009,69.67845612446797,A
15060B,FAIRY CAKE DESIGN UMBRELLA,6444.9800000000005,1414,14274247.430000009,69.70993092640238,A
23553,LANDMARK FRAME CAMDEN TOWN ,6444.65,568,14280692.08000001,69.7414041167438,A
23134,LARGE ZINC HEART WALL ORGANISER,6431.110000000001,1065,14287123.190000009,69.77281118293615,A
22414,DOORMAT NEIGHBOURHOOD WITCH ,6419.7,1092,14293542.890000008,69.80416252707971,A
23571,TRADITIONAL NAUGHTS & CROSSES,6406.91,2841,14299949.800000008,69.83545140978556,A
21242,RED RETROSPOT PLATE ,6394.53,3735,14306344.330000008,69.86667983333594,A
22979,PANTRY WASHING UP BRUSH,6391.82,4090,14312736.150000008,69.89789502228926,A
79067,CORONA MEXICAN TRAY,6380.2,1615,14319116.350000007,69.9290534636346,A
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6371.889999999999,12049,14325488.240000008,69.9601713221381,A
22072,RED RETROSPOT TEA CUP AND SAUCER ,6364.67,1705,14331852.910000008,69.99125392094025,A
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6363.28,3886,14338216.190000007,70.02232973151735,A
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6358.04,13230,14344574.230000006,70.05337995195109,A
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6356.06,2303,14350930.290000007,70.08442050282684,A
21746,SMALL RED RETROSPOT WINDMILL,6351.9,5113,14357282.190000007,70.11544073786361,A
23172,REGENCY TEA PLATE PINK,6344.41,3861,14363626.600000007,70.14642439462293,A
47591D,PINK FAIRY CAKE CHILD'S APRON,6339.17,3438,14369965.770000007,70.1773824612389,A
22582,PACK OF 6 SWEETIE GIFT BOXES,6324.77,2522,14376290.540000007,70.20827020379679,A
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6321.62,7390,14382612.160000006,70.23914256296696,A
22783,SET 3 WICKER OVAL BASKETS W LIDS,6316.3,482,14388928.460000006,70.26998894130458,A
47559B,TEA TIME OVEN GLOVE,6311.69,5116,14395240.150000006,70.30081280617637,A
22460,EMBOSSED GLASS TEALIGHT HOLDER,6283.87,4771,14401524.020000005,70.33150080887482,A
22065,CHRISTMAS PUDDING TRINKET POT ,6273.84,8640,14407797.860000005,70.3621398289134,A
20754,RETRO RED SPOTTY WASHING UP GLOVES,6257.39,3139,14414055.250000006,70.39269851348284,A
84884A,ANT WHITE WIRE HEART SPIRAL,6248.28,1708,14420303.530000005,70.42321270831832,A
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,6226.44,3321,14426529.970000004,70.45362024499904,A
22185,SLATE TILE NATURAL HANGING,6224.72,3896,14432754.690000005,70.48401938186171,A
22906,12 MESSAGE CARDS WITH ENVELOPES,6214.83,3370,14438969.520000005,70.51437021977061,A
22826,LOVE SEAT ANTIQUE WHITE METAL,6210.0,58,14445179.520000005,70.54469746981835,A
21124,SET/10 BLUE POLKADOT PARTY CANDLES,6205.84,5128,14451385.360000005,70.57500440402708,A
22435,SET OF 9 HEART SHAPED BALLOONS,6185.22,4915,14457570.580000006,70.60521063809155,A
23169,CLASSIC GLASS COOKIE JAR,6183.39,1437,14463753.970000006,70.6354079351403,A
21714,CITRONELLA CANDLE GARDEN POT,6182.39,4283,14469936.360000007,70.6656003485739,A
21078,SET/20 STRAWBERRY PAPER NAPKINS ,6181.25,7211,14476117.610000007,70.69578719468623,A
22780,LIGHT GARLAND BUTTERFILES PINK,6167.59,1623,14482285.200000007,70.7259073306157,A
22222,CAKE PLATE LOVEBIRD WHITE,6160.84,1489,14488446.040000007,70.75599450214294,A
84832,ZINC WILLIE WINKIE  CANDLE STICK,6134.7,6794,14494580.740000006,70.78595401597029,A
22196,SMALL HEART MEASURING SPOONS,6130.99,6574,14500711.730000006,70.81589541158546,A
21667,GLASS CAKE COVER AND PLATE,6126.25,354,14506837.980000006,70.84581365886484,A
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6114.24,3516,14512952.220000006,70.87567325392634,A
23118,PARISIENNE JEWELLERY DRAWER ,6102.18,813,14519054.400000006,70.9054739525892,A
22849,BREAD BIN DINER STYLE MINT,6091.38,390,14525145.780000007,70.9352219082085,A
22898,CHILDRENS APRON APPLES DESIGN,6079.45,2877,14531225.230000006,70.96491160229913,A
72802C,VANILLA SCENT CANDLE JEWELLED BOX,6047.5599999999995,2184,14537272.790000007,70.99444555790278,A
22361,GLASS JAR DAISY FRESH COTTON WOOL,6036.26,1845,14543309.050000006,71.0239243286553,A
23534,WALL ART STOP FOR TEA ,6036.2,869,14549345.250000006,71.05340280639092,A
85178,VICTORIAN SEWING KIT,6024.52,5478,14555369.770000005,71.08282424350165,A
20751,FUNKY WASHING UP GLOVES ASSORTED,6023.26,2839,14561393.030000005,71.11223952725729,A
20979,36 PENCILS TUBE RED RETROSPOT,6019.7,4761,14567412.730000004,71.14163742534302,A
21586,KINGS CHOICE GIANT TUBE MATCHES,6018.75,2583,14573431.480000004,71.17103068399436,A
21918,SET 12 KIDS COLOUR  CHALK STICKS,6013.14,14598,14579444.620000005,71.20039654556474,A
22331,WOODLAND PARTY BAG + STICKER SET,6011.57,3660,14585456.190000005,71.22975473985935,A
21591,COSY HOUR CIGAR BOX MATCHES ,6003.08,3978,14591459.270000005,71.25907147226138,A
22848,BREAD BIN DINER STYLE PINK,6001.0,373,14597460.270000005,71.28837804674392,A
23296,SET OF 6 TEA TIME BAKING CASES,5985.55,4979,14603445.820000006,71.31760916937246,A
21980,PACK OF 12 RED SPOTTY TISSUES ,5981.8099999999995,22721,14609427.630000006,71.34682202728037,A
22855,FINE WICKER HEART ,5979.24,4795,14615406.870000007,71.37602233429735,A
21124,SET/10 BLUE SPOTTY PARTY CANDLES,5966.95,4901,14621373.820000006,71.4051626216842,A
23312,VINTAGE CHRISTMAS GIFT SACK,5964.150000000001,1423,14627337.970000006,71.43428923494865,A
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,5959.53,1016,14633297.500000006,71.46339328591114,A
23535,WALL ART BICYCLE SAFETY,5954.15,845,14639251.650000006,71.49247106302415,A
22491,PACK OF 12 COLOURED PENCILS,5950.0,7423,14645201.650000006,71.5215285731343,A
23052,RECYCLED ACAPULCO MAT TURQUOISE,5949.34,654,14651150.990000006,71.55058286005847,A
22348,TEA BAG PLATE RED SPOTTY ,5934.19,7126,14657085.180000005,71.57956316021318,A
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5910.0,38,14662995.180000005,71.60842532571756,A
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,5884.92,4353,14668880.100000005,71.6371650101541,A
21407,BROWN CHECK CAT DOORSTOP ,5883.33,1294,14674763.430000005,71.66589692964257,A
21561,DINOSAUR LUNCH BOX WITH CUTLERY,5874.01,2399,14680637.440000005,71.6945833338379,A
23113,PANTRY CHOPPING BOARD,5868.5,1154,14686505.940000005,71.72324282931378,A
79323W,WHITE CHERRY LIGHTS,5850.06,978,14692356.000000006,71.75181227092638,A
22971,QUEENS GUARD COFFEE MUG,5849.29,2431,14698205.290000005,71.78037795215532,A
23485,BOTANICAL GARDENS WALL CLOCK ,5843.92,262,14704049.210000005,71.80891740837095,A
23154,SET OF 4 JAM JAR MAGNETS,5842.88,2701,14709892.090000005,71.83745178562681,A
22737,RIBBON REEL CHRISTMAS PRESENT ,5840.43,3266,14715732.520000005,71.86597419802558,A
22660,DOORMAT I LOVE LONDON,5839.41,881,14721571.930000005,71.89449162913691,A
21832,CHOCOLATE CALCULATOR,5836.76,3338,14727408.690000005,71.92299611866808,A
21988,PACK OF 6 SKULL PAPER PLATES,5820.099999999999,7829,14733228.790000005,71.95141924717096,A
85132C,CHARLIE AND LOLA FIGURES TINS,5818.94,2062,14739047.730000004,71.97983671068027,A
22841,ROUND CAKE TIN VINTAGE GREEN,5811.87,745,14744859.600000003,72.0082196470305,A
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,5803.58,2778,14750663.180000003,72.03656209821119,A
22687,DOORMAT CHRISTMAS VILLAGE,5784.67,895,14756447.850000003,72.06481220022948,A
21313,GLASS HEART T-LIGHT HOLDER ,5771.11,6711,14762218.960000003,72.09299608042643,A
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5768.830000000001,2761,14767987.790000003,72.12116882598085,A
21498,RED RETROSPOT WRAP ,5736.42,14051,14773724.210000003,72.14918329356843,A
37495,FAIRY CAKE BIRTHDAY CANDLE SET,5732.6,1560,14779456.810000002,72.17717910574616,A
21452,TOADSTOOL MONEY BOX,5731.330000000001,1875,14785188.140000002,72.20516871573265,A
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,5729.570000000001,2644,14790917.710000003,72.23314973055649,A
22241,GARLAND WOODEN HAPPY EASTER,5728.53,4244,14796646.240000002,72.26112566642058,A
21577,SAVE THE PLANET COTTON TOTE BAG,5716.5199999999995,2556,14802362.760000002,72.28904295006679,A
22341,LOVE GARLAND PAINTED ZINC ,5698.889999999999,3467,14808061.650000002,72.31687413557799,A
22115,METAL SIGN EMPIRE TEA,5695.1,2889,14813756.750000002,72.34468681218779,A
22060,LARGE CAKE STAND HANGING HEARTS,5691.41,733,14819448.160000002,72.37248146825772,A
21528,DAIRY MAID TRADITIONAL TEAPOT ,5680.15,899,14825128.310000002,72.40022113482111,A
20676,RED SPOTTY BOWL,5660.1900000000005,4629,14830788.500000002,72.42786332442623,A
22045,SPACEBOY GIFT WRAP,5656.14,13767,14836444.640000002,72.45548573539,A
21703,BAG 125g SWIRLY MARBLES,5646.47,14577,14842091.110000003,72.48306092179533,A
22335,HEART DECORATION PAINTED ZINC ,5644.77,8666,14847735.880000003,72.51062780605491,A
22854,CREAM SWEETHEART EGG HOLDER,5624.5,1160,14853360.380000003,72.53809569943552,A
22653,BUTTON BOX ,5618.21,3031,14858978.590000004,72.56553287487685,A
84968B,S/16 VINTAGE IVORY CUTLERY,5617.66,423,14864596.250000004,72.59296736432987,A
22073,RED RETROSPOT STORAGE JAR,5604.6,1395,14870200.850000003,72.62033807376909,A
21207,SKULL AND CROSSBONES  GARLAND ,5597.42,3601,14875798.270000003,72.64767371885156,A
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,5587.63,1539,14881385.900000004,72.6749615533418,A
21749,LARGE RED SPOT WINDMILL,5554.92,2945,14886940.820000004,72.70208964478063,A
22899,CHILDREN'S APRON DOLLY GIRL ,5542.95,2666,14892483.770000003,72.72915927934619,A
23531,WALL ART BIG LOVE ,5538.26,976,14898022.030000003,72.75620600975672,A
22156,HEART DECORATION WITH PEARLS ,5537.57,6156,14903559.600000003,72.78324937047282,A
21730,GLASS STAR FROSTED T-LIGHT HOLDER,5534.17,1115,14909093.770000003,72.8102761268974,A
21900,"KEY FOB , SHED",5529.14,8323,14914622.910000004,72.83727831873782,A
23133,LARGE IVORY HEART WALL ORGANISER,5525.4,782,14920148.310000004,72.86426224585759,A
21242,RED SPOTTY PLATE ,5523.2,3350,14925671.510000004,72.89123542902405,A
23177,TREASURE ISLAND BOOK BOX,5521.29,2532,14931192.800000003,72.91819928448558,A
23158,SET OF 5 LUCKY CAT MAGNETS ,5513.83,2633,14936706.630000003,72.94512670817814,A
22670,FRENCH WC SIGN BLUE METAL,5510.57,4432,14942217.200000003,72.97203821128531,A
21955,DOOR MAT UNION JACK GUNS AND ROSES,5510.39,797,14947727.590000004,72.99894883534176,A
23583,LUNCH BAG PAISLEY PARK  ,5497.33,3385,14953224.920000004,73.02579567938443,A
84971S,SMALL HEART FLOWERS HOOK ,5493.3099999999995,6489,14958718.230000004,73.05262289129422,A
40016,CHINESE DRAGON PAPER LANTERNS,5487.3099999999995,15435,14964205.540000005,73.07942080151314,A
82599,FANNY'S REST STOPMETAL SIGN,5479.4400000000005,2505,14969684.980000004,73.10618027768086,A
79029,GLASS HONEYPOT WASP CATCHER,5473.82,2944,14975158.800000004,73.13291230793149,A
22203,MILK PAN RED RETROSPOT,5469.51,1402,14980628.310000004,73.15962328980083,A
85232B,SET OF 3 BABUSHKA STACKING TINS,5465.39,1093,14986093.700000005,73.18631415117578,A
22437,SET OF 9 BLACK SKULL BALLOONS,5457.97,6514,14991551.670000006,73.21296877612636,A
85061W,WHITE JEWELLED HEART DECORATION,5451.49,6306,14997003.160000006,73.2395917552508,A
22168,ORGANISER WOOD ANTIQUE WHITE ,5450.43,656,15002453.590000005,73.2662095577432,A
20677,PINK POLKADOT BOWL,5449.13,4208,15007902.720000006,73.29282101153589,A
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,5442.61,1406,15013345.330000006,73.31940062415784,A
22483,RED GINGHAM TEDDY BEAR ,5440.51,1877,15018785.840000005,73.34596998118799,A
20978,36 PENCILS TUBE SKULLS,5438.57,4117,15024224.410000006,73.37252986400476,A
21432,SET OF 3 CASES WOODLAND DESIGN,5435.91,942,15029660.320000006,73.39907675640525,A
16161P,WRAP ENGLISH ROSE ,5435.4,13198,15035095.720000006,73.42562115816203,A
22186,RED STAR CARD HOLDER,5431.400000000001,2004,15040527.120000007,73.4521460254582,A
22763,KEY CABINET MA CAMPAGNE,5430.59,662,15045957.710000006,73.47866693702613,A
22595,CHRISTMAS GINGHAM HEART,5429.91,6396,15051387.620000007,73.50518452773575,A
85063,CREAM SWEETHEART MAGAZINE RACK,5426.74,308,15056814.360000007,73.53168663738535,A
21749,LARGE RED RETROSPOT WINDMILL,5426.06,2712,15062240.420000007,73.55818542617666,A
23135,SMALL ZINC HEART WALL ORGANISER,5416.18,1541,15067656.600000007,73.58463596485035,A
23205,CHARLOTTE BAG VINTAGE ALPHABET ,5405.88,5457,15073062.480000008,73.61103620228806,A
21069,VINTAGE BILLBOARD TEA MUG,5404.360000000001,5099,15078466.840000007,73.63742901663073,A
84937,KASHMIR FOLKART TUMBLERS,5394.54,2542,15083861.380000006,73.66377387387269,A
22534,MAGIC DRAWING SLATE SPACEBOY ,5393.83,12603,15089255.210000006,73.69011526374788,A
22443,GROW YOUR OWN HERBS SET OF 3,5393.43,683,15094648.640000006,73.71645470017702,A
20682,RED RETROSPOT CHILDRENS UMBRELLA,5380.2699999999995,1585,15100028.910000006,73.74272986823087,A
22333,RETRO SPORT PARTY BAG + STICKER SET,5370.08,3444,15105398.990000006,73.7689552722464,A
21491,SET OF THREE VINTAGE GIFT WRAPS,5367.009999999999,2878,15110766.000000006,73.79516568356341,A
22218,CAKE STAND LACE WHITE,5365.66,1232,15116131.660000006,73.821369502,A
22350,ILLUSTRATED CAT BOWL ,5362.2,1894,15121493.860000005,73.84755642312818,A
23494,VINTAGE DOILY DELUXE SEWING KIT ,5354.01,809,15126847.870000005,73.87370334744833,A
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,5341.85,1737,15132189.720000004,73.89979088700831,A
21041,RED RETROSPOT OVEN GLOVE DOUBLE,5334.06,1382,15137523.780000005,73.92584038320634,A
37446,MINI CAKE STAND WITH HANGING CAKES,5332.25,3691,15142856.030000005,73.95188104006093,A
22951,60 CAKE CASES DOLLY GIRL DESIGN,5314.12,10050,15148170.150000004,73.97783315697295,A
21363,HOME SMALL WOOD LETTERS,5296.4800000000005,984,15153466.630000005,74.00369912691383,A
21155,RED SPOTTY PEG BAG,5282.89,2662,15158749.520000005,74.02949872852491,A
20975,12 PENCILS SMALL TUBE RED SPOTTY,5278.03,8219,15164027.550000004,74.05527459576636,A
22801,ANTIQUE GLASS PEDESTAL BOWL,5277.95,1300,15169305.500000004,74.0810500723186,A
22998,TRAVEL CARD WALLET KEEP CALM,5262.82,12366,15174568.320000004,74.10675165977374,A
72756,FAIRY CAKE CANDLES,5257.43,3859,15179825.750000004,74.13242692454321,A
21718,RED METAL BEACH SPADE ,5250.3,4030,15185076.050000004,74.15806736913673,A
22564,ALPHABET STENCIL CRAFT,5221.4,4570,15190297.450000005,74.18356667725256,A
22476,EMPIRE UNION JACK TV DINNER TRAY,5218.61,1332,15195516.060000004,74.20905236008211,A
21993,FLORAL FOLK STATIONERY SET,5216.88,2849,15200732.940000005,74.23452959425751,A
22117,METAL SIGN HER DINNER IS SERVED ,5207.7300000000005,1765,15205940.670000006,74.2599621433543,A
22691,DOORMAT WELCOME SUNRISE,5198.6,758,15211139.270000005,74.28535010504483,A
22030,SWALLOWS GREETING CARD,5197.84,12735,15216337.110000005,74.31073435518785,A
21587,COSY HOUR GIANT TUBE MATCHES,5173.05,2071,15221510.160000006,74.33599754051144,A
22180,RETRO SPOT LAMP,5164.42,511,15226674.580000006,74.36121858023633,A
21872,GLAMOROUS  MUG,5163.8,5092,15231838.380000006,74.38643659211984,A
22894,TABLECLOTH RED APPLES DESIGN ,5160.78,561,15236999.160000006,74.41163985548559,A
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,5160.03,3609,15242159.190000005,74.43683945613999,A
85132A,CHARLIE + LOLA BISCUITS TINS,5152.07,1348,15247311.260000005,74.46200018321785,A
23263,SET OF 3 WOODEN HEART DECORATIONS,5147.19,3863,15252458.450000005,74.4871370782538,A
21713,CITRONELLA CANDLE FLOWERPOT,5145.4400000000005,2733,15257603.890000004,74.51226542696324,A
23162,REGENCY TEA STRAINER,5143.6900000000005,1412,15262747.580000004,74.53738522934617,A
23157,SET OF 6 NATIVITY MAGNETS ,5143.06,2557,15267890.640000004,74.56250195505159,A
23165,LARGE CERAMIC TOP STORAGE JAR,5141.0599999999995,3114,15273031.700000005,74.58760891352671,A
22412,METAL SIGN NEIGHBOURHOOD WITCH ,5140.820000000001,2401,15278172.520000005,74.61271469993417,A
23132,SMALL IVORY HEART WALL ORGANISER,5138.6,1020,15283311.120000005,74.63780964471603,A
22571,ROCKING HORSE RED CHRISTMAS ,5135.24,5780,15288446.360000005,74.66288818055101,A
22426,ENAMEL WASH BOWL CREAM,5133.3,1333,15293579.660000006,74.6879572421726,A
22472,TV DINNER TRAY DOLLY GIRL,5130.62,1093,15298710.280000005,74.7130132157056,A
22509,SEWING BOX RETROSPOT DESIGN ,5130.36,387,15303840.640000004,74.73806791949866,A
22244,3 HOOK HANGER MAGIC GARDEN,5122.759999999999,2732,15308963.400000004,74.76308550781663,A
21498,RED SPOTS  WRAP ,5115.5,12675,15314078.900000004,74.78806764108865,A
22595,GINGHAM HEART DECORATION,5114.41,6139,15319193.310000004,74.81304445122015,A
22610,PENS ASSORTED FUNNY FACE,5107.54,12680,15324300.850000003,74.83798771091563,A
22374,AIRLINE BAG VINTAGE JET SET RED,5099.84,1023,15329400.690000003,74.86289336677447,A
23397,FOOT STOOL HOME SWEET HOME ,5097.65,489,15334498.340000004,74.88778832751616,A
21471,STRAWBERRY RAFFIA FOOD COVER,5095.63,1406,15339593.970000004,74.91267342335526,A
22433,WATERING CAN GREEN DINOSAUR,5080.98,2724,15344674.950000005,74.93748697423248,A
23234,BISCUIT TIN VINTAGE CHRISTMAS,5079.78,1722,15349754.730000004,74.96229466477153,A
22842,BISCUIT TIN VINTAGE RED,5078.03,781,15354832.760000004,74.98709380898408,A
23295,SET OF 12 MINI LOAF BAKING CASES,5073.45,6134,15359906.210000003,75.01187058623927,A
20977,36 PENCILS TUBE WOODLAND,5069.99,3792,15364976.200000003,75.03663046618605,A
21578,WOODLAND DESIGN  COTTON TOTE BAG,5062.86,2205,15370039.060000002,75.06135552595687,A
23198,PANTRY MAGNETIC  SHOPPING LIST,5062.599999999999,3342,15375101.660000002,75.08607931598773,A
23126,FELTCRAFT GIRL AMELIE KIT,5059.14,1007,15380160.800000003,75.1107862087102,A
21544,SKULLS  WATER TRANSFER TATTOOS ,5052.21,6064,15385213.010000004,75.13545925797973,A
48189,DOORMAT FRIENDSHIP ,5050.04,853,15390263.050000003,75.16012170980437,A
22175,PINK OWL SOFT TOY,5033.51,1728,15395296.560000002,75.1847034354707,A
46000S,POLYESTER FILLER PAD 40x40cm,5032.95,3471,15400329.510000002,75.20928242631251,A
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,5014.650000000001,1775,15405344.160000002,75.2337720469972,A
23314,VINTAGE CHRISTMAS TABLECLOTH,5012.96,407,15410357.120000003,75.2582534143723,A
23109,PACK OF SIX LED TEA LIGHTS,5008.26,1752,15415365.380000003,75.28271182875622,A
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,4999.79,600,15420365.170000002,75.30712887891985,A
21071,VINTAGE BILLBOARD DRINK ME MUG,4998.32,4269,15425363.490000002,75.33153875016923,A
23310,BUBBLEGUM RING ASSORTED,4997.28,12050,15430360.770000001,75.35594354245886,A
23543,WALL ART KEEP CALM ,4994.790000000001,967,15435355.56,75.38033617454677,A
22318,FIVE HEART HANGING DECORATION,4983.9800000000005,1583,15440339.540000001,75.40467601475498,A
47568,ENGLISH ROSE DESIGN PEG BAG,4983.02,2384,15445322.56,75.42901116669263,A
21056,DOCTOR'S BAG SOFT TOY,4961.33,545,15450283.89,75.45324039301782,A
22583,PACK OF 6 HANDBAG GIFT BOXES,4955.75,1873,15455239.64,75.4774423687705,A
21896,POTTING SHED TWINE,4944.04,2387,15460183.68,75.50158715738982,A
22180,RETROSPOT LAMP,4938.96,464,15465122.64,75.52570713724423,A
23556,LANDMARK FRAME COVENT GARDEN ,4937.01,436,15470059.65,75.54981759404909,A
23570,TRADITIONAL PICK UP STICKS GAME ,4931.87,2772,15474991.52,75.5739029490721,A
22604,SET OF 4 NAPKIN CHARMS CUTLERY,4911.72,1999,15479903.24,75.59788989924996,A
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",4908.8,3152,15484812.040000001,75.6218625892716,A
22199,FRYING PAN RED POLKADOT ,4890.14,1210,15489702.180000002,75.64574415103465,A
22276,WASH BAG VINTAGE ROSE PAISLEY,4884.860000000001,1889,15494587.040000001,75.66959992730972,A
23010,CIRCUS PARADE BABY GIFT SET,4879.599999999999,315,15499466.64,75.69343001576912,A
22956,36 FOIL HEART CAKE CASES,4878.900000000001,2494,15504345.540000001,75.71725668569795,A
22632,HAND WARMER RED POLKA DOT,4876.2,2592,15509221.74,75.74107016986586,A
23351,ROLL WRAP 50'S CHRISTMAS,4875.65,3535,15514097.39,75.76488096804546,A
23503,PLAYING CARDS KEEP CALM & CARRY ON,4860.55,3643,15518957.940000001,75.78861802363636,A
22107,PIZZA PLATE IN BOX,4840.59,1240,15523798.530000001,75.812257602269,A
84270,ASSTD DESIGN BUBBLE GUM RING,4824.3,22936,15528622.830000002,75.83581762681092,A
22593,CHRISTMAS GINGHAM STAR,4823.9,5420,15533446.730000002,75.85937569790678,A
22027,TEA PARTY BIRTHDAY CARD,4806.49,11297,15538253.220000003,75.88284874526299,A
23554,LANDMARK FRAME OXFORD STREET,4805.53,422,15543058.750000002,75.90631710434863,A
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",4795.95,2982,15547854.700000001,75.92973867840121,A
20682,RED SPOTTY CHILDS UMBRELLA,4791.04,1483,15552645.74,75.95313627390341,A
23555,LANDMARK FRAME NOTTING HILL ,4780.57,421,15557426.31,75.97648273795507,A
21534,DAIRY MAID LARGE MILK JUG,4768.64,938,15562194.950000001,75.99977094047804,A
22442,GROW YOUR OWN FLOWERS SET OF 3,4765.32,866,15566960.270000001,76.02304292939873,A
23184,BULL DOG BOTTLE OPENER,4764.5,874,15571724.770000001,76.04631091375501,A
22128,PARTY CONES CANDY ASSORTED,4759.59,3923,15576484.360000001,76.06955491956093,A
22688,DOORMAT PEACE ON EARTH BLUE,4756.7,865,15581241.06,76.09278481171907,A
21249,WOODLAND  HEIGHT CHART STICKERS ,4752.830000000001,1655,15585993.89,76.11599580428661,A
21916,SET 12 RETRO WHITE CHALK STICKS,4751.06,11011,15590744.950000001,76.13919815285534,A
23286,BLUE VINTAGE SPOT BEAKER,4747.62,5048,15595492.57,76.16238370178797,A
22672,FRENCH BATHROOM SIGN BLUE METAL,4736.11,2850,15600228.68,76.1855130403103,A
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,4734.6,4040,15604963.28,76.20863500457375,A
22434,BALLOON PUMP WITH 10 BALLOONS,4733.49,2547,15609696.77,76.23175154802439,A
84508A,CAMOUFLAGE DESIGN TEDDY,4722.56,2223,15614419.33,76.2548147135615,A
85049G,CHOCOLATE BOX RIBBONS ,4718.62,3829,15619137.95,76.27785863765494,A
23569,TRADTIONAL ALPHABET STAMP SET,4717.66,954,15623855.61,76.30089787347785,A
22474,SPACEBOY TV DINNER TRAY,4716.83,966,15628572.44,76.32393305590018,A
21588,RETROSPOT GIANT TUBE MATCHES,4713.6,2056,15633286.04,76.3469524642456,A
23159,SET OF 5 PANCAKE DAY MAGNETS,4713.52,2293,15637999.559999999,76.3699714819018,A
22305,COFFEE MUG PINK PAISLEY DESIGN,4711.53,2267,15642711.089999998,76.39298078116387,A
23558,LANDMARK FRAME LONDON BRIDGE ,4703.87,415,15647414.959999997,76.41595267193392,A
23389,SPACEBOY MINI BACKPACK,4697.54,1102,15652112.499999996,76.43889364942011,A
23176,ABC TREASURE BOOK BOX ,4693.08,2165,15656805.579999996,76.46181284598276,A
48197,DOOR MAT BIRD ON THE WIRE,4691.77,667,15661497.349999996,76.48472564500956,A
22304,COFFEE MUG BLUE PAISLEY DESIGN,4689.56,2380,15666186.909999996,76.5076276512469,A
20961,STRAWBERRY BATH SPONGE ,4687.65,3530,15670874.559999997,76.53052032977932,A
22562,MONSTERS STENCIL CRAFT,4682.3,3978,15675556.859999998,76.55338688097073,A
21156,RED SPOTTY CHILDS APRON,4678.23,2506,15680235.089999998,76.57623355584849,A
20963,APPLE BATH SPONGE,4676.15,3459,15684911.239999998,76.59907007280674,A
22721,SET OF 3 CAKE TINS SKETCHBOOK,4671.81,1020,15689583.049999999,76.62188539487526,A
23241,TREASURE TIN GYMKHANA DESIGN,4669.55,2165,15694252.6,76.64468967997357,A
22075,6 RIBBONS ELEGANT CHRISTMAS ,4660.69,3079,15698913.29,76.66745069624167,A
82581,TOILET METAL SIGN,4649.0,8399,15703562.29,76.69015462304877,A
22348,TEA BAG PLATE RED RETROSPOT,4648.93,5327,15708211.219999999,76.71285820800277,A
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4645.87,1059,15712857.089999998,76.73554684909445,A
21243,PINK  SPOTTY PLATE ,4645.09,2864,15717502.179999998,76.75823168096632,A
