CustomerID,Recency,Frequency,Monetary,Cluster,ClusterName
13731,219,2,610.59,0,Regular Customers
13732,28,1,491.86,0,Regular Customers
13733,411,2,487.03000000000003,1,Dormant Customers
13734,509,4,6695.6900000000005,1,Dormant Customers
13735,25,13,9762.77,0,Regular Customers
13736,5,7,2752.47,0,Regular Customers
13737,200,1,339.6,0,Regular Customers
13738,396,1,434.78000000000003,1,Dormant Customers
13739,18,2,292.2,0,Regular Customers
13740,241,5,1582.77,0,Regular Customers
13741,72,3,668.4300000000001,0,Regular Customers
13742,17,12,3107.87,0,Regular Customers
13743,3,7,1341.6,0,Regular Customers
13744,95,2,1080.52,0,Regular Customers
13745,162,2,777.36,0,Regular Customers
13746,414,1,176.69,1,Dormant Customers
13747,374,2,169.8,1,Dormant Customers
13748,96,9,2064.35,0,Regular Customers
13750,54,11,3602.18,0,Regular Customers
13751,288,1,296.25,1,Dormant Customers
13752,124,7,1579.8300000000002,0,Regular Customers
13753,288,4,2094.57,1,Dormant Customers
13754,152,3,447.05,0,Regular Customers
13755,4,9,2108.06,0,Regular Customers
13756,2,23,8655.95,4,Loyal Premium Customers
13757,675,1,195.55,1,Dormant Customers
13758,12,15,8698.13,0,Regular Customers
13759,33,2,659.4100000000001,0,Regular Customers
13760,54,5,1363.6399999999999,0,Regular Customers
13761,50,6,1952.17,0,Regular Customers
13762,219,5,2472.48,0,Regular Customers
13763,63,3,5217.44,0,Regular Customers
13764,71,6,2919.62,0,Regular Customers
13765,653,1,352.821,1,Dormant Customers
13766,495,1,190.35,1,Dormant Customers
13767,2,73,33903.57,4,Loyal Premium Customers
13768,727,2,875.97,1,Dormant Customers
13769,2,20,5478.12,4,Loyal Premium Customers
13770,422,4,785.37,1,Dormant Customers
13771,64,9,5728.82,0,Regular Customers
13772,34,8,3100.02,0,Regular Customers
13773,397,2,301.54,1,Dormant Customers
13774,82,1,345.0,0,Regular Customers
13775,591,1,1049.66,1,Dormant Customers
13776,428,2,623.98,1,Dormant Customers
13777,1,61,49638.26,4,Loyal Premium Customers
13778,103,4,1124.49,0,Regular Customers
13779,516,1,161.13,1,Dormant Customers
13780,7,3,732.07,0,Regular Customers
13781,251,3,778.83,0,Regular Customers
13782,13,13,1786.08,0,Regular Customers
13783,488,4,1542.09,1,Dormant Customers
13784,10,14,2910.23,0,Regular Customers
13785,429,4,542.49,1,Dormant Customers
13786,367,6,3127.9900000000002,1,Dormant Customers
13787,76,6,1222.5,0,Regular Customers
13788,505,1,3.75,1,Dormant Customers
13789,388,1,239.46,1,Dormant Customers
13790,4,1,348.79999999999995,0,Regular Customers
13791,128,2,1516.0,0,Regular Customers
13792,66,3,383.95,0,Regular Customers
13793,647,1,96.0,1,Dormant Customers
13794,547,1,126.03,1,Dormant Customers
13795,388,4,836.3,1,Dormant Customers
13796,499,1,289.7,1,Dormant Customers
13797,437,3,1179.45,1,Dormant Customers
13798,1,110,75428.87,3,High-Value Loyal Customers
13799,117,9,2803.57,0,Regular Customers
13800,310,3,1679.56,1,Dormant Customers
13801,67,1,324.8,0,Regular Customers
13802,139,19,26259.11,4,Loyal Premium Customers
13803,255,3,1338.91,0,Regular Customers
13804,31,9,3161.12,0,Regular Customers
13805,52,2,924.5999999999999,0,Regular Customers
13806,64,1,256.38,0,Regular Customers
13807,367,3,422.2,1,Dormant Customers
13808,6,5,1747.66,0,Regular Customers
13809,305,3,679.6999999999999,1,Dormant Customers
13810,29,3,1499.01,0,Regular Customers
13811,184,3,814.5,0,Regular Customers
13812,42,3,539.0,0,Regular Customers
13813,40,8,2765.4700000000003,0,Regular Customers
13814,92,3,2257.32,0,Regular Customers
13815,22,8,7475.74,0,Regular Customers
13816,24,2,571.6700000000001,0,Regular Customers
13817,29,2,382.98,0,Regular Customers
13818,430,1,61.28,1,Dormant Customers
13819,302,6,2642.35,1,Dormant Customers
13820,418,3,652.75,1,Dormant Customers
13821,145,6,1379.08,0,Regular Customers
13822,6,2,632.0,0,Regular Customers
13823,19,7,3403.4500000000003,0,Regular Customers
13824,33,12,3314.76,0,Regular Customers
13825,622,2,255.59,1,Dormant Customers
13826,176,1,189.5,0,Regular Customers
13827,58,3,409.8,0,Regular Customers
13828,22,1,209.49,0,Regular Customers
13829,421,1,102.0,1,Dormant Customers
13830,582,1,156.85000000000002,1,Dormant Customers
13831,16,18,6585.54,4,Loyal Premium Customers
13832,19,2,609.89,0,Regular Customers
13833,159,2,700.41,0,Regular Customers
13834,577,2,324.19,1,Dormant Customers
13835,25,7,1095.27,0,Regular Customers
13836,399,2,620.37,1,Dormant Customers
13837,212,2,266.59000000000003,0,Regular Customers
13838,6,10,1690.07,0,Regular Customers
13839,486,1,139.95000000000002,1,Dormant Customers
13840,416,1,651.4,1,Dormant Customers
13841,253,1,85.0,0,Regular Customers
13842,59,18,5319.34,0,Regular Customers
13843,381,1,319.75,1,Dormant Customers
13844,11,1,361.62,0,Regular Customers
13845,65,1,312.98,0,Regular Customers
13846,25,4,1307.79,0,Regular Customers
13847,720,1,310.72,1,Dormant Customers
13848,92,8,3015.0,0,Regular Customers
13849,52,5,3469.3,0,Regular Customers
13850,129,1,1595.48,0,Regular Customers
13851,96,8,4606.46,0,Regular Customers
13852,611,1,187.35000000000002,1,Dormant Customers
13853,57,1,1090.1399999999999,0,Regular Customers
13854,9,39,11944.56,4,Loyal Premium Customers
13855,501,4,1310.3400000000001,1,Dormant Customers
13856,169,11,1142.03,0,Regular Customers
13857,393,6,1001.01,1,Dormant Customers
13858,57,1,216.17000000000002,0,Regular Customers
13859,326,2,515.86,1,Dormant Customers
13860,1,5,1245.9,0,Regular Customers
13861,429,2,273.26,1,Dormant Customers
13862,18,9,2556.09,0,Regular Customers
13863,248,4,1239.55,0,Regular Customers
13864,387,1,662.4000000000001,1,Dormant Customers
13865,58,4,501.56,0,Regular Customers
13866,74,1,145.67,0,Regular Customers
13867,31,3,1005.09,0,Regular Customers
13868,7,2,3192.54,0,Regular Customers
13869,123,10,7996.87,0,Regular Customers
13870,2,15,5712.08,0,Regular Customers
13871,23,17,7885.85,0,Regular Customers
13872,527,3,919.57,1,Dormant Customers
13873,120,8,1038.92,0,Regular Customers
13874,358,7,2049.15,1,Dormant Customers
13875,54,14,4814.37,0,Regular Customers
13876,64,1,122.7,0,Regular Customers
13877,86,3,449.68,0,Regular Customers
13878,55,4,2416.9,0,Regular Customers
13879,646,1,395.5,1,Dormant Customers
13880,21,17,4293.86,0,Regular Customers
13881,4,43,45179.1,4,Loyal Premium Customers
13882,3,5,1191.13,0,Regular Customers
13883,11,15,6560.02,0,Regular Customers
13884,7,10,1825.03,0,Regular Customers
13885,189,2,506.8,0,Regular Customers
13886,71,1,243.56,0,Regular Customers
13887,204,1,349.55,0,Regular Customers
13888,120,7,2001.5900000000001,0,Regular Customers
13889,93,6,1991.23,0,Regular Customers
13890,1,14,2927.38,0,Regular Customers
13891,378,3,859.21,1,Dormant Customers
13892,27,6,1267.65,0,Regular Customers
13893,298,1,821.1,1,Dormant Customers
13894,24,3,564.62,0,Regular Customers
13895,28,6,4008.52,0,Regular Customers
13896,626,1,388.55,1,Dormant Customers
13897,50,3,1160.72,0,Regular Customers
13898,326,2,686.4,1,Dormant Customers
13899,16,2,388.52,0,Regular Customers
13900,183,6,1610.5900000000001,0,Regular Customers
13901,72,15,5676.34,0,Regular Customers
13902,632,5,34095.26,1,Dormant Customers
13903,400,1,165.45000000000002,1,Dormant Customers
13904,37,2,332.64,0,Regular Customers
13905,733,1,312.65,1,Dormant Customers
13906,409,1,42.0,1,Dormant Customers
13907,692,1,136.8,1,Dormant Customers
13908,80,4,2369.55,0,Regular Customers
13909,423,2,282.85,1,Dormant Customers
13911,57,20,4234.99,4,Loyal Premium Customers
13912,424,1,124.95,1,Dormant Customers
13913,507,1,42.22,1,Dormant Customers
13914,12,2,626.45,0,Regular Customers
13915,394,1,70.80000000000001,1,Dormant Customers
13916,464,4,1275.81,1,Dormant Customers
13917,50,2,272.04,0,Regular Customers
13918,50,2,1212.8400000000001,0,Regular Customers
13919,59,4,1360.68,0,Regular Customers
13920,432,4,1774.68,1,Dormant Customers
13921,402,4,730.7,1,Dormant Customers
13922,352,3,865.2,1,Dormant Customers
13923,54,1,351.13,0,Regular Customers
13924,2,6,1838.8500000000001,0,Regular Customers
13925,93,4,678.25,0,Regular Customers
13926,23,1,223.85000000000002,0,Regular Customers
13927,75,2,708.26,0,Regular Customers
13928,11,4,464.57,0,Regular Customers
13929,169,11,3494.1,0,Regular Customers
13930,58,2,337.34,0,Regular Customers
13931,96,11,5257.38,0,Regular Customers
13932,295,1,307.4,1,Dormant Customers
13933,109,2,608.79,0,Regular Customers
13934,264,1,922.1,0,Regular Customers
13935,597,3,6116.92,1,Dormant Customers
13936,180,3,939.6600000000001,0,Regular Customers
13937,169,2,880.13,0,Regular Customers
13938,35,1,71.66,0,Regular Customers
13939,23,7,1560.96,0,Regular Customers
13940,17,4,839.14,0,Regular Customers
13941,22,15,10027.18,0,Regular Customers
13942,535,1,320.0,1,Dormant Customers
13943,578,1,246.54000000000002,1,Dormant Customers
13944,653,1,200.43,1,Dormant Customers
13945,395,2,854.1500000000001,1,Dormant Customers
13946,79,6,1876.23,0,Regular Customers
13947,65,1,90.60000000000001,0,Regular Customers
13948,361,4,548.76,1,Dormant Customers
13949,3,6,2427.32,0,Regular Customers
13950,11,4,745.0600000000001,0,Regular Customers
13951,176,3,674.45,0,Regular Customers
13952,218,14,12823.521,0,Regular Customers
13953,7,12,6640.68,0,Regular Customers
13954,2,2,439.92,0,Regular Customers
13955,154,3,544.0699999999999,0,Regular Customers
13956,5,5,1019.27,0,Regular Customers
13957,418,3,458.25,1,Dormant Customers
13958,380,8,4709.2300000000005,1,Dormant Customers
13959,79,6,1064.77,0,Regular Customers
13960,21,2,230.22,0,Regular Customers
13961,392,1,538.4,1,Dormant Customers
13962,22,3,362.8,0,Regular Customers
13963,308,17,2860.57,1,Dormant Customers
13964,387,2,438.9,1,Dormant Customers
13965,477,3,996.61,1,Dormant Customers
13966,435,1,384.26,1,Dormant Customers
13967,146,2,166.3,0,Regular Customers
13968,423,1,123.66,1,Dormant Customers
13969,7,35,12973.460000000001,4,Loyal Premium Customers
13970,386,2,846.55,1,Dormant Customers
13971,19,14,4667.57,0,Regular Customers
13972,71,2,190.25,0,Regular Customers
13973,287,1,264.7,1,Dormant Customers
13974,49,2,677.72,0,Regular Customers
13975,31,12,5256.4,0,Regular Customers
13976,207,4,1192.3600000000001,0,Regular Customers
13977,411,1,519.8100000000001,1,Dormant Customers
13978,15,2,196.79,0,Regular Customers
13979,73,7,3379.93,0,Regular Customers
13980,60,5,768.8199999999999,0,Regular Customers
13981,416,1,331.14,1,Dormant Customers
13982,39,9,3954.29,0,Regular Customers
13983,30,21,6753.89,4,Loyal Premium Customers
13984,27,12,1893.8,0,Regular Customers
13985,4,22,10020.86,4,Loyal Premium Customers
13986,17,1,320.46,0,Regular Customers
13987,380,2,682.54,1,Dormant Customers
13988,20,8,4757.8,0,Regular Customers
13989,66,5,2026.06,0,Regular Customers
13990,213,1,311.3,0,Regular Customers
13991,12,6,852.88,0,Regular Customers
13992,30,3,219.5,0,Regular Customers
13993,43,19,6775.71,4,Loyal Premium Customers
13994,4,6,2274.14,0,Regular Customers
13995,15,14,3902.01,0,Regular Customers
13996,386,2,895.76,1,Dormant Customers
13997,519,3,376.46,1,Dormant Customers
13998,447,3,566.7,1,Dormant Customers
13999,10,29,9502.26,4,Loyal Premium Customers
14000,211,5,2046.34,0,Regular Customers
14001,46,9,4228.85,0,Regular Customers
14002,134,2,529.73,0,Regular Customers
14003,733,1,209.41,1,Dormant Customers
14004,43,11,6258.45,0,Regular Customers
14005,10,5,2874.72,0,Regular Customers
14006,116,7,2196.67,0,Regular Customers
14007,513,1,79.48,1,Dormant Customers
14008,432,1,509.04,1,Dormant Customers
14009,198,3,1099.91,0,Regular Customers
14010,565,2,445.15,1,Dormant Customers
14011,480,2,457.82,1,Dormant Customers
14012,278,1,328.8,1,Dormant Customers
14013,110,5,1084.57,0,Regular Customers
14014,77,3,1948.21,0,Regular Customers
14015,53,1,917.34,0,Regular Customers
14016,162,11,11403.41,0,Regular Customers
14017,571,1,229.75,1,Dormant Customers
14018,645,1,367.15,1,Dormant Customers
14019,47,3,1421.6100000000001,0,Regular Customers
14020,17,4,1249.01,0,Regular Customers
14021,155,7,1716.58,0,Regular Customers
14022,225,2,792.15,0,Regular Customers
14023,7,2,584.07,0,Regular Customers
14024,122,3,645.74,0,Regular Customers
14025,465,8,4057.9,1,Dormant Customers
14026,471,2,713.11,1,Dormant Customers
14027,61,1,104.82,0,Regular Customers
14028,550,3,10396.5,1,Dormant Customers
14029,63,2,467.66,0,Regular Customers
14030,18,20,7521.8,4,Loyal Premium Customers
14031,7,44,39019.51,4,Loyal Premium Customers
14032,2,16,4546.41,0,Regular Customers
14033,555,1,109.44,1,Dormant Customers
14034,22,3,648.89,0,Regular Customers
14035,29,9,2794.75,0,Regular Customers
14036,285,1,626.65,1,Dormant Customers
14037,176,6,836.95,0,Regular Customers
14038,78,5,3069.88,0,Regular Customers
14039,33,2,267.28000000000003,0,Regular Customers
14040,41,35,12523.81,4,Loyal Premium Customers
14041,266,1,141.41,0,Regular Customers
14042,725,1,431.98,1,Dormant Customers
14043,491,2,302.59999999999997,1,Dormant Customers
14044,27,10,3077.7,0,Regular Customers
14045,109,16,10986.63,0,Regular Customers
14046,284,1,154.99,1,Dormant Customers
14047,9,14,3968.11,0,Regular Customers
14048,305,3,748.69,1,Dormant Customers
14049,17,13,13023.4,0,Regular Customers
14050,32,2,746.36,0,Regular Customers
14051,1,37,21770.98,4,Loyal Premium Customers
14052,20,2,466.66,0,Regular Customers
14053,124,4,572.3,0,Regular Customers
14054,65,1,92.46000000000001,0,Regular Customers
14055,106,3,1520.96,0,Regular Customers
14056,1,23,8152.71,4,Loyal Premium Customers
14057,24,22,8346.66,4,Loyal Premium Customers
14058,463,2,469.19,1,Dormant Customers
14059,267,1,183.6,1,Dormant Customers
14060,5,30,8898.24,4,Loyal Premium Customers
14061,507,3,917.4300000000001,1,Dormant Customers
14062,10,24,25585.65,4,Loyal Premium Customers
14063,438,9,22710.2,1,Dormant Customers
14064,29,15,3260.2400000000002,0,Regular Customers
14065,389,3,891.02,1,Dormant Customers
14066,267,1,152.55,1,Dormant Customers
14067,64,2,374.7,0,Regular Customers
14068,320,4,1516.72,1,Dormant Customers
14069,515,2,225.81,1,Dormant Customers
14070,685,1,321.6,1,Dormant Customers
14071,4,8,1437.57,0,Regular Customers
14072,667,1,390.85,1,Dormant Customers
14073,32,1,151.04,0,Regular Customers
14074,623,1,219.4,1,Dormant Customers
14075,5,6,1734.87,0,Regular Customers
14076,129,1,118.67,0,Regular Customers
14077,41,6,615.08,0,Regular Customers
14078,102,9,1553.47,0,Regular Customers
14079,125,2,618.73,0,Regular Customers
14080,33,5,1115.68,0,Regular Customers
14081,302,10,4867.57,1,Dormant Customers
14082,365,2,413.36,1,Dormant Customers
14083,4,11,1082.19,0,Regular Customers
14084,512,1,150.5,1,Dormant Customers
14085,2,33,9720.67,4,Loyal Premium Customers
14086,463,1,39.95,1,Dormant Customers
14087,3,3,829.47,0,Regular Customers
14088,10,16,64036.8,4,Loyal Premium Customers
14089,57,1,158.75,0,Regular Customers
14090,325,1,76.32000000000001,1,Dormant Customers
14091,654,2,9530.08,1,Dormant Customers
14092,8,24,7229.45,4,Loyal Premium Customers
14093,12,1,433.86,0,Regular Customers
14094,440,1,311.77,1,Dormant Customers
14095,723,1,2.95,1,Dormant Customers
14096,4,17,65164.79,4,Loyal Premium Customers
14097,481,2,422.86,1,Dormant Customers
14098,37,1,147.35,0,Regular Customers
14099,16,20,5750.91,4,Loyal Premium Customers
14100,138,1,191.95,0,Regular Customers
14101,74,13,9961.93,0,Regular Customers
14102,5,5,1105.8799999999999,0,Regular Customers
14104,155,5,743.53,0,Regular Customers
14105,239,5,5988.83,0,Regular Customers
14106,737,1,214.8,1,Dormant Customers
14107,52,11,4877.3,0,Regular Customers
14108,31,4,1044.96,0,Regular Customers
14109,73,1,144.2,0,Regular Customers
14110,4,33,12987.95,4,Loyal Premium Customers
14111,14,4,692.85,0,Regular Customers
14112,23,13,5834.59,0,Regular Customers
14113,4,16,7092.610000000001,0,Regular Customers
14114,274,7,1364.09,0,Regular Customers
14115,502,2,622.67,1,Dormant Customers
14116,20,5,1382.74,0,Regular Customers
14117,144,1,90.0,0,Regular Customers
14118,429,1,458.45,1,Dormant Customers
14119,376,2,183.37,1,Dormant Customers
14121,4,4,2780.15,0,Regular Customers
14122,406,3,362.42,1,Dormant Customers
14123,733,1,436.18,1,Dormant Customers
14124,84,1,419.58,0,Regular Customers
14125,11,3,2720.63,0,Regular Customers
14126,8,4,1172.46,0,Regular Customers
14127,123,6,1900.0800000000002,0,Regular Customers
14128,61,3,924.21,0,Regular Customers
14129,2,9,2591.34,0,Regular Customers
14130,319,4,1858.77,1,Dormant Customers
14131,649,1,168.22,1,Dormant Customers
14132,2,11,3586.03,0,Regular Customers
14133,130,4,911.14,0,Regular Customers
14134,383,15,11123.35,1,Dormant Customers
14135,2,24,8839.67,4,Loyal Premium Customers
14136,401,5,1570.81,1,Dormant Customers
14137,696,1,332.7,1,Dormant Customers
14138,2,2,965.88,0,Regular Customers
14139,46,4,1086.8,0,Regular Customers
14140,4,2,935.05,0,Regular Customers
14141,3,4,915.13,0,Regular Customers
14142,373,2,671.34,1,Dormant Customers
14143,134,1,115.8,0,Regular Customers
14144,486,1,30.6,1,Dormant Customers
14145,47,7,7600.05,0,Regular Customers
14146,9,12,9450.3,0,Regular Customers
14147,78,9,2590.2,0,Regular Customers
14148,234,2,466.29,0,Regular Customers
14149,221,1,446.62,0,Regular Customers
14150,36,2,658.64,0,Regular Customers
14151,673,2,679.45,1,Dormant Customers
14152,75,7,1997.3400000000001,0,Regular Customers
14153,483,1,233.39999999999998,1,Dormant Customers
14154,239,8,6460.7,0,Regular Customers
14155,266,1,118.75,0,Regular Customers
14156,10,156,313437.62,2,Elite VIP Customers
14157,20,5,978.69,0,Regular Customers
14158,40,1,507.65999999999997,0,Regular Customers
14159,20,20,7860.8,4,Loyal Premium Customers
14160,610,7,8421.47,1,Dormant Customers
14161,216,7,2996.93,0,Regular Customers
14162,174,2,289.36,0,Regular Customers
14163,87,5,2594.62,0,Regular Customers
14164,71,2,1631.77,0,Regular Customers
14165,276,1,120.44,1,Dormant Customers
14166,505,2,251.15,1,Dormant Customers
14167,39,8,1274.29,0,Regular Customers
14168,421,2,370.45,1,Dormant Customers
14169,431,2,621.51,1,Dormant Customers
14170,375,3,570.18,1,Dormant Customers
14171,98,2,498.79,0,Regular Customers
14172,605,3,369.02,1,Dormant Customers
14173,11,6,586.0,0,Regular Customers
14174,33,1,134.46,0,Regular Customers
14175,60,8,7678.88,0,Regular Customers
14176,297,5,756.46,1,Dormant Customers
14177,86,13,2209.69,0,Regular Customers
14178,9,7,1600.26,0,Regular Customers
14179,41,2,701.57,0,Regular Customers
14180,11,33,6117.5,4,Loyal Premium Customers
14181,411,2,308.35,1,Dormant Customers
14182,444,4,678.77,1,Dormant Customers
14183,411,2,278.34000000000003,1,Dormant Customers
14184,67,1,452.89,0,Regular Customers
14185,331,1,197.65,1,Dormant Customers
14186,427,5,1550.63,1,Dormant Customers
14187,474,1,123.5,1,Dormant Customers
14188,31,6,2054.36,0,Regular Customers
14189,2,16,5503.150000000001,0,Regular Customers
14190,666,1,79.9,1,Dormant Customers
14191,2,15,4817.66,0,Regular Customers
14192,388,1,293.74,1,Dormant Customers
14193,68,3,1210.19,0,Regular Customers
14194,5,36,18670.59,4,Loyal Premium Customers
14195,202,6,2615.6,0,Regular Customers
14196,107,1,335.52,0,Regular Customers
14197,411,1,390.05,1,Dormant Customers
14198,18,9,1569.73,0,Regular Customers
14199,218,4,1091.7,0,Regular Customers
14200,617,1,379.2,1,Dormant Customers
14201,60,10,1193.54,0,Regular Customers
14202,381,3,847.76,1,Dormant Customers
14203,397,1,339.34,1,Dormant Customers
14204,2,4,1024.83,0,Regular Customers
14205,17,9,2414.2,0,Regular Customers
14206,239,3,1185.01,0,Regular Customers
14207,688,1,157.8,1,Dormant Customers
14208,95,2,567.05,0,Regular Customers
14209,11,15,4993.27,0,Regular Customers
14210,106,16,5556.570000000001,0,Regular Customers
14211,53,18,4402.29,0,Regular Customers
14212,90,2,2190.14,0,Regular Customers
14213,405,1,1192.2,1,Dormant Customers
14214,31,5,1004.38,0,Regular Customers
14215,12,9,3250.33,0,Regular Customers
14216,3,5,2150.04,0,Regular Customers
14217,2,23,3298.59,4,Loyal Premium Customers
14218,43,1,169.48000000000002,0,Regular Customers
14219,4,3,633.83,0,Regular Customers
14220,247,4,1515.0,0,Regular Customers
14221,42,17,6517.49,0,Regular Customers
14222,177,1,683.17,0,Regular Customers
14223,92,3,991.13,0,Regular Customers
14224,110,9,1841.71,0,Regular Customers
14225,435,4,2031.07,1,Dormant Customers
14226,29,6,2985.13,0,Regular Customers
14227,26,15,6368.71,0,Regular Customers
14228,438,3,745.5,1,Dormant Customers
14229,52,7,2594.04,0,Regular Customers
14230,436,3,979.8000000000001,1,Dormant Customers
14231,184,4,1235.6200000000001,0,Regular Customers
14232,43,5,2048.07,0,Regular Customers
14233,49,7,2904.27,0,Regular Customers
14234,22,4,754.12,0,Regular Customers
14235,75,9,4717.99,0,Regular Customers
14236,81,5,1555.34,0,Regular Customers
14237,373,2,471.14,1,Dormant Customers
14238,326,3,434.23,1,Dormant Customers
14239,43,21,4263.17,4,Loyal Premium Customers
14240,30,3,1247.49,0,Regular Customers
14241,184,2,333.7,0,Regular Customers
14242,235,2,280.55,0,Regular Customers
14243,9,17,7217.75,0,Regular Customers
14244,661,1,366.41999999999996,1,Dormant Customers
14245,220,2,1693.45,0,Regular Customers
14246,111,3,1474.06,0,Regular Customers
14247,278,5,753.56,1,Dormant Customers
14248,318,3,1032.95,1,Dormant Customers
14249,411,12,5400.461,1,Dormant Customers
14250,7,3,1904.05,0,Regular Customers
14251,2,5,2879.7000000000003,0,Regular Customers
14252,381,1,350.99,1,Dormant Customers
14253,493,2,363.40000000000003,1,Dormant Customers
14254,433,1,601.03,1,Dormant Customers
14255,546,1,1000.63,1,Dormant Customers
14256,260,5,2460.79,0,Regular Customers
14257,64,9,5954.45,0,Regular Customers
14258,9,25,32051.34,4,Loyal Premium Customers
14259,142,1,120.0,0,Regular Customers
14260,471,3,824.28,1,Dormant Customers
14261,51,2,1163.45,0,Regular Customers
14262,8,8,2618.23,0,Regular Customers
14263,423,1,322.93,1,Dormant Customers
14264,155,6,1517.3600000000001,0,Regular Customers
14265,109,4,1373.35,0,Regular Customers
14266,428,1,40.56,1,Dormant Customers
14267,163,3,1516.24,0,Regular Customers
14268,471,1,354.85,1,Dormant Customers
14269,439,1,295.73,1,Dormant Customers
14270,332,1,492.65000000000003,1,Dormant Customers
14271,226,2,214.18,0,Regular Customers
14272,74,4,920.81,0,Regular Customers
14273,51,4,559.97,0,Regular Customers
14274,686,1,256.6,1,Dormant Customers
14275,396,6,1189.3799999999999,1,Dormant Customers
14276,99,7,2102.68,0,Regular Customers
14277,15,9,17197.61,0,Regular Customers
14278,410,1,205.83,1,Dormant Customers
14279,521,2,191.86,1,Dormant Customers
14280,197,1,134.04,0,Regular Customers
14281,408,1,245.15,1,Dormant Customers
14282,3,25,7250.76,4,Loyal Premium Customers
14283,463,4,628.44,1,Dormant Customers
14284,31,3,1299.65,0,Regular Customers
14285,21,8,3284.42,0,Regular Customers
14286,24,7,8479.76,0,Regular Customers
14287,8,3,176.63,0,Regular Customers
14288,213,1,426.6,0,Regular Customers
14289,9,6,911.26,0,Regular Customers
14290,11,8,4516.56,0,Regular Customers
14291,2,23,7904.1,4,Loyal Premium Customers
14292,8,16,9226.25,0,Regular Customers
14293,3,9,2903.01,0,Regular Customers
14294,407,1,375.34000000000003,1,Dormant Customers
14295,40,5,2362.91,0,Regular Customers
14296,421,2,456.4,1,Dormant Customers
14297,18,4,1305.33,0,Regular Customers
14298,8,82,91194.49,3,High-Value Loyal Customers
14299,8,27,14070.25,4,Loyal Premium Customers
14300,19,1,43.2,0,Regular Customers
14301,117,4,1992.18,0,Regular Customers
14302,431,3,742.9000000000001,1,Dormant Customers
14303,407,2,277.94,1,Dormant Customers
14304,223,3,1725.01,0,Regular Customers
14305,71,3,1858.96,0,Regular Customers
14306,51,6,3151.4,0,Regular Customers
14307,89,10,4287.92,0,Regular Customers
14308,549,2,1147.02,1,Dormant Customers
14309,8,11,3780.81,0,Regular Customers
14310,433,1,492.1,1,Dormant Customers
14311,243,2,516.45,0,Regular Customers
14312,47,11,3090.29,0,Regular Customers
14314,107,2,229.79999999999998,0,Regular Customers
14315,45,8,3197.82,0,Regular Customers
14316,422,5,1370.34,1,Dormant Customers
14317,65,1,508.58,0,Regular Customers
14318,460,1,158.02,1,Dormant Customers
14319,424,1,494.85,1,Dormant Customers
14320,207,5,1346.75,0,Regular Customers
14321,11,7,2218.06,0,Regular Customers
14322,429,4,474.1,1,Dormant Customers
14323,115,2,605.0600000000001,0,Regular Customers
14324,410,2,701.61,1,Dormant Customers
14325,570,1,245.48000000000002,1,Dormant Customers
14326,242,3,940.98,0,Regular Customers
14327,163,6,1894.93,0,Regular Customers
14328,438,1,445.05,1,Dormant Customers
14329,17,15,9887.62,0,Regular Customers
14330,624,1,200.63,1,Dormant Customers
14331,124,2,462.66,0,Regular Customers
14332,23,5,1917.41,0,Regular Customers
14333,68,1,415.2,0,Regular Customers
14334,17,12,4318.4800000000005,0,Regular Customers
14335,16,2,454.86,0,Regular Customers
14336,17,4,1614.91,0,Regular Customers
14338,161,3,928.1,0,Regular Customers
14339,243,2,620.27,0,Regular Customers
14340,219,1,134.7,0,Regular Customers
14341,45,18,4452.02,0,Regular Customers
14342,21,6,918.44,0,Regular Customers
14343,421,4,1079.66,1,Dormant Customers
14344,127,20,2993.05,0,Regular Customers
14345,39,1,108.98,0,Regular Customers
14346,121,5,2315.75,0,Regular Customers
14347,737,1,82.60000000000001,1,Dormant Customers
14348,260,1,409.57,0,Regular Customers
14349,10,1,133.5,0,Regular Customers
14350,274,3,972.03,1,Dormant Customers
14351,165,1,51.0,0,Regular Customers
14352,157,4,1078.96,0,Regular Customers
14353,215,3,376.5,0,Regular Customers
14354,6,2,163.62,0,Regular Customers
14355,366,3,840.0500000000001,1,Dormant Customers
14356,80,2,701.23,0,Regular Customers
14357,43,1,225.12,0,Regular Customers
14358,389,2,400.06,1,Dormant Customers
14359,19,3,912.1800000000001,0,Regular Customers
14360,32,4,2118.03,0,Regular Customers
14361,579,1,214.71,1,Dormant Customers
14362,22,1,151.5,0,Regular Customers
14363,402,2,227.47000000000003,1,Dormant Customers
14364,109,8,3717.35,0,Regular Customers
14365,395,2,634.68,1,Dormant Customers
14366,525,1,136.0,1,Dormant Customers
14367,8,16,9227.82,0,Regular Customers
14368,320,1,155.0,1,Dormant Customers
14369,642,2,469.13,1,Dormant Customers
14370,451,6,1175.78,1,Dormant Customers
14371,295,1,100.5,1,Dormant Customers
14372,443,2,860.08,1,Dormant Customers
14373,358,1,76.55,1,Dormant Customers
14374,541,1,108.0,1,Dormant Customers
14375,185,3,1106.82,0,Regular Customers
14376,683,1,215.46,1,Dormant Customers
14377,191,2,617.05,0,Regular Customers
14378,622,1,131.25,1,Dormant Customers
14379,44,4,1265.16,0,Regular Customers
14380,682,1,48.96,1,Dormant Customers
14381,52,2,625.94,0,Regular Customers
14382,26,2,1193.6299999999999,0,Regular Customers
14383,38,3,1247.69,0,Regular Customers
14384,501,1,58.5,1,Dormant Customers
